stage,entry_geometry_mode,reason,count,unique_signals,avg_equity,avg_drawdown_pct,avg_daily_realized_pnl,avg_expected_reward_bps,avg_expected_cost_bps,avg_expected_net_edge_bps,min_expected_net_edge_bps,max_expected_net_edge_bps
initial_risk,reanchor_to_actual_entry,daily_loss_limit_reached,96,96,4395.079548,12.372024,-237.416456,31.024622,19.000000,12.024622,8.660531,16.911552
