trade_id,signal_id,month,symbol,strategy_id,regime,side,entry_time,exit_time,duration_ms,entry_price,exit_price,stop_loss,take_profit,qty,gross_pnl,fee,slippage,total_cost,net_pnl,reward_risk,bars_held,exit_reason,expected_edge_bps,actual_edge_bps,edge_realization_bps,fee_bps,slippage_bps,total_cost_bps,net_pnl_bps,filters_passed,filters_failed,entry_reason
TRD-SIG-BT-00014705,SIG-BT-00014705,2024-03,BTCUSDT,screened_vwap_scalp,bearish,short,1710443580000,1710443760000,180000,70035.190160,70282.249336,70268.195697,69685.681855,0.007168,-1.770863,0.402305,0.552550,0.954855,-2.725717,1.500000,4,stop_loss,36.904670,-54.297599,-91.202269,8.014111,11.007054,19.021165,-54.297599,screening_bearish|confirmation_bearish_or_neutral|pullback_near_vwap_or_ema21|reject_below_ema8_or_vwap|atr_valid|volume_acceptable,,"15m bearish, 5m bearish, 1m pullback near VWAP/EMA21 and reject below EMA8/VWAP"
TRD-SIG-BT-00014706,SIG-BT-00014706,2024-03,BTCUSDT,screened_vwap_scalp,bearish,short,1710444240000,1710444480000,240000,69923.912420,69576.006704,70165.124510,69562.094286,0.006896,2.399038,0.384777,0.288823,0.673600,1.725437,1.500000,5,take_profit,38.744549,35.784749,-2.959800,7.980098,5.990051,13.970149,35.784749,screening_bearish|confirmation_bearish_or_neutral|pullback_near_vwap_or_ema21|reject_below_ema8_or_vwap|atr_valid|volume_acceptable,,"15m bearish, 5m bearish, 1m pullback near VWAP/EMA21 and reject below EMA8/VWAP"
TRD-SIG-BT-00014707,SIG-BT-00014707,2024-03,BTCUSDT,screened_vwap_scalp,bearish,short,1710446340000,1710446400000,60000,69368.923440,69625.840677,69611.918293,69004.431160,0.006863,-1.763176,0.381558,0.524025,0.905583,-2.668759,1.500000,2,stop_loss,39.544030,-56.058580,-95.602610,8.014815,11.007406,19.022220,-56.058580,screening_bearish|confirmation_bearish_or_neutral|pullback_near_vwap_or_ema21|reject_below_ema8_or_vwap|atr_valid|volume_acceptable,,"15m bearish, 5m bearish, 1m pullback near VWAP/EMA21 and reject below EMA8/VWAP"
TRD-SIG-BT-00014708,SIG-BT-00014708,2024-03,BTCUSDT,screened_vwap_scalp,bearish,short,1710448020000,1710448080000,60000,70429.811220,70601.423526,70587.306064,70193.568953,0.010546,-1.809841,0.594932,0.817398,1.412330,-3.222171,1.500000,2,stop_loss,20.542936,-43.381049,-63.923985,8.009747,11.004872,19.014619,-43.381049,screening_bearish|confirmation_bearish_or_neutral|pullback_near_vwap_or_ema21|reject_below_ema8_or_vwap|atr_valid|volume_acceptable,,"15m bearish, 5m bearish, 1m pullback near VWAP/EMA21 and reject below EMA8/VWAP"
TRD-SIG-BT-00014709,SIG-BT-00014709,2024-03,BTCUSDT,screened_vwap_scalp,bearish,short,1710449460000,1710449880000,420000,71041.588840,70840.231973,71185.270227,70826.066759,0.011504,2.316397,0.652880,0.489892,1.142771,1.173625,1.500000,8,take_profit,17.337452,14.360525,-2.976928,7.988663,5.994333,13.982995,14.360525,screening_bearish|confirmation_bearish_or_neutral|pullback_near_vwap_or_ema21|reject_below_ema8_or_vwap|atr_valid|volume_acceptable,,"15m bearish, 5m neutral, 1m pullback near VWAP/EMA21 and reject below EMA8/VWAP"
TRD-SIG-BT-00014710,SIG-BT-00014710,2024-03,BTCUSDT,screened_vwap_scalp,bearish,short,1710452040000,1710452100000,60000,70805.636040,70916.796229,70902.615705,70660.166542,0.017074,-1.897954,0.967910,1.330212,2.298123,-4.196077,1.500000,2,stop_loss,7.544904,-34.708761,-42.253665,8.006280,11.003139,19.009419,-34.708761,screening_bearish|confirmation_bearish_or_neutral|pullback_near_vwap_or_ema21|reject_below_ema8_or_vwap|atr_valid|volume_acceptable,,"15m bearish, 5m neutral, 1m pullback near VWAP/EMA21 and reject below EMA8/VWAP"
TRD-SIG-BT-00014716,SIG-BT-00014716,2024-03,BTCUSDT,screened_vwap_scalp,bearish,short,1710474960000,1710475080000,120000,68466.903880,68075.061130,68737.207240,68061.448840,0.006087,2.385160,0.332454,0.249579,0.582033,1.803126,1.500000,3,take_profit,46.219129,43.265309,-2.953820,7.977108,5.988556,13.965664,43.265309,screening_bearish|confirmation_bearish_or_neutral|pullback_near_vwap_or_ema21|reject_below_ema8_or_vwap|atr_valid|volume_acceptable,,"15m bearish, 5m bearish, 1m pullback near VWAP/EMA21 and reject below EMA8/VWAP"
TRD-SIG-BT-00014717,SIG-BT-00014717,2024-03,BTCUSDT,screened_vwap_scalp,bearish,short,1710476160000,1710477120000,960000,68240.849100,67846.336599,68512.901803,67832.770045,0.006064,2.392506,0.330118,0.247828,0.577946,1.814560,1.500000,17,take_profit,46.799821,43.846465,-2.953355,7.976875,5.988440,13.965315,43.846465,screening_bearish|confirmation_bearish_or_neutral|pullback_near_vwap_or_ema21|reject_below_ema8_or_vwap|atr_valid|volume_acceptable,,"15m bearish, 5m bearish, 1m pullback near VWAP/EMA21 and reject below EMA8/VWAP"
TRD-SIG-BT-00014718,SIG-BT-00014718,2024-03,BTCUSDT,screened_vwap_scalp,bearish,short,1710481020000,1710481260000,240000,67768.543580,67563.166476,67914.468270,67549.656545,0.011337,2.328418,0.613718,0.460521,1.074239,1.254180,1.500000,5,take_profit,19.299209,16.323851,-2.975358,7.987878,5.993940,13.981818,16.323851,screening_bearish|confirmation_bearish_or_neutral|pullback_near_vwap_or_ema21|reject_below_ema8_or_vwap|atr_valid|volume_acceptable,,"15m bearish, 5m bearish, 1m pullback near VWAP/EMA21 and reject below EMA8/VWAP"
TRD-SIG-BT-00014719,SIG-BT-00014719,2024-03,BTCUSDT,screened_vwap_scalp,bearish,short,1710482400000,1710482400000,0,67465.204260,67624.938434,67611.416151,67245.886424,0.011336,-1.810820,0.612578,0.841660,1.454238,-3.265058,1.500000,1,stop_loss,19.508289,-42.690732,-62.199021,8.009471,11.004735,19.014205,-42.690732,screening_bearish|confirmation_bearish_or_neutral|pullback_near_vwap_or_ema21|reject_below_ema8_or_vwap|atr_valid|volume_acceptable,,"15m bearish, 5m bearish, 1m pullback near VWAP/EMA21 and reject below EMA8/VWAP"
TRD-SIG-BT-00014720,SIG-BT-00014720,2024-03,BTCUSDT,screened_vwap_scalp,bearish,short,1710483180000,1710483180000,0,67723.452600,67872.063296,67858.491598,67520.894103,0.012214,-1.815127,0.662464,0.910252,1.572716,-3.387843,1.500000,1,stop_loss,16.909653,-40.956922,-57.866575,8.008778,11.004388,19.013166,-40.956922,screening_bearish|confirmation_bearish_or_neutral|pullback_near_vwap_or_ema21|reject_below_ema8_or_vwap|atr_valid|volume_acceptable,,"15m bearish, 5m bearish, 1m pullback near VWAP/EMA21 and reject below EMA8/VWAP"
TRD-SIG-BT-00014721,SIG-BT-00014721,2024-03,BTCUSDT,screened_vwap_scalp,bearish,short,1710483420000,1710483480000,60000,67766.444000,67923.273570,67909.691632,67551.572553,0.011455,-1.796473,0.621727,0.854246,1.475973,-3.272446,1.500000,2,stop_loss,18.707647,-42.156544,-60.864191,8.009257,11.004628,19.013885,-42.156544,screening_bearish|confirmation_bearish_or_neutral|pullback_near_vwap_or_ema21|reject_below_ema8_or_vwap|atr_valid|volume_acceptable,,"15m bearish, 5m bearish, 1m pullback near VWAP/EMA21 and reject below EMA8/VWAP"
TRD-SIG-BT-00014722,SIG-BT-00014722,2024-03,BTCUSDT,screened_vwap_scalp,bearish,short,1710485220000,1710485880000,660000,68488.499560,68640.816429,68627.091011,68280.612384,0.011781,-1.794407,0.646195,0.887890,1.534084,-3.328492,1.500000,12,stop_loss,17.353589,-41.253116,-58.606705,8.008896,11.004447,19.013343,-41.253116,screening_bearish|confirmation_bearish_or_neutral|pullback_near_vwap_or_ema21|reject_below_ema8_or_vwap|atr_valid|volume_acceptable,,"15m bearish, 5m neutral, 1m pullback near VWAP/EMA21 and reject below EMA8/VWAP"
TRD-SIG-BT-00014723,SIG-BT-00014723,2024-03,BTCUSDT,screened_vwap_scalp,bearish,short,1710486120000,1710486420000,300000,68566.983860,68418.796438,68674.896157,68405.115415,0.015053,2.230647,0.824812,0.618832,1.443644,0.787003,1.500000,6,take_profit,10.607345,7.625033,-2.982312,7.991355,5.995679,13.987034,7.625033,screening_bearish|confirmation_bearish_or_neutral|pullback_near_vwap_or_ema21|reject_below_ema8_or_vwap|atr_valid|volume_acceptable,,"15m bearish, 5m neutral, 1m pullback near VWAP/EMA21 and reject below EMA8/VWAP"
TRD-SIG-BT-00014724,SIG-BT-00014724,2024-03,BTCUSDT,screened_vwap_scalp,bearish,short,1710486480000,1710486720000,240000,68365.824100,68478.387773,68464.694834,68217.517999,0.016449,-1.851598,0.900399,1.237400,2.137798,-3.989396,1.500000,5,stop_loss,8.693017,-35.474782,-44.167800,8.006586,11.003292,19.009878,-35.474782,screening_bearish|confirmation_bearish_or_neutral|pullback_near_vwap_or_ema21|reject_below_ema8_or_vwap|atr_valid|volume_acceptable,,"15m bearish, 5m bearish, 1m pullback near VWAP/EMA21 and reject below EMA8/VWAP"
TRD-SIG-BT-00014725,SIG-BT-00014725,2024-03,BTCUSDT,screened_vwap_scalp,bearish,short,1710487080000,1710487140000,60000,68372.022860,68253.565776,68460.092905,68239.917793,0.018353,2.174090,1.003017,0.752481,1.755498,0.418592,1.500000,2,take_profit,6.321509,3.335768,-2.985741,7.993070,5.996536,13.989606,3.335768,screening_bearish|confirmation_bearish_or_neutral|pullback_near_vwap_or_ema21|reject_below_ema8_or_vwap|atr_valid|volume_acceptable,,"15m bearish, 5m bearish, 1m pullback near VWAP/EMA21 and reject below EMA8/VWAP"
TRD-SIG-BT-00014726,SIG-BT-00014726,2024-03,BTCUSDT,screened_vwap_scalp,bearish,short,1710487560000,1710487620000,60000,68277.041860,68388.208661,68374.533754,68130.804019,0.016590,-1.844303,0.906933,1.246388,2.153321,-3.997624,1.500000,2,stop_loss,8.418304,-35.291493,-43.709797,8.006513,11.003256,19.009769,-35.291493,screening_bearish|confirmation_bearish_or_neutral|pullback_near_vwap_or_ema21|reject_below_ema8_or_vwap|atr_valid|volume_acceptable,,"15m bearish, 5m bearish, 1m pullback near VWAP/EMA21 and reject below EMA8/VWAP"
TRD-SIG-BT-00014728,SIG-BT-00014728,2024-03,BTCUSDT,screened_vwap_scalp,bearish,short,1710488940000,1710489000000,60000,68694.858280,68809.880278,68796.121054,68542.964119,0.015874,-1.825850,0.873096,1.199867,2.072963,-3.898812,1.500000,2,stop_loss,9.111431,-35.753948,-44.865379,8.006698,11.003348,19.010046,-35.753948,screening_bearish|confirmation_bearish_or_neutral|pullback_near_vwap_or_ema21|reject_below_ema8_or_vwap|atr_valid|volume_acceptable,,"15m bearish, 5m neutral, 1m pullback near VWAP/EMA21 and reject below EMA8/VWAP"
TRD-SIG-BT-00014729,SIG-BT-00014729,2024-03,BTCUSDT,screened_vwap_scalp,bearish,short,1710489180000,1710489540000,360000,68639.669320,68501.201606,68741.112797,68487.504105,0.015750,2.180805,0.863963,0.648191,1.512154,0.668651,1.500000,7,take_profit,9.168699,6.185235,-2.983463,7.991931,5.995966,13.987897,6.185235,screening_bearish|confirmation_bearish_or_neutral|pullback_near_vwap_or_ema21|reject_below_ema8_or_vwap|atr_valid|volume_acceptable,,"15m bearish, 5m neutral, 1m pullback near VWAP/EMA21 and reject below EMA8/VWAP"
TRD-SIG-BT-00014730,SIG-BT-00014730,2024-03,BTCUSDT,screened_vwap_scalp,bearish,short,1710489660000,1710489660000,0,68493.398580,68598.590464,68584.873489,68356.186216,0.017484,-1.839191,0.958775,1.317672,2.276447,-4.115638,1.500000,1,stop_loss,7.032933,-34.367174,-41.400106,8.006143,11.003071,19.009214,-34.367174,screening_bearish|confirmation_bearish_or_neutral|pullback_near_vwap_or_ema21|reject_below_ema8_or_vwap|atr_valid|volume_acceptable,,"15m bearish, 5m bearish, 1m pullback near VWAP/EMA21 and reject below EMA8/VWAP"
